"collection"	"year"	"title"	"author"	"journal"	"doi"
"NCEAS"	"2000"	"Inferring colonization processes from population dynamics in spatially structured predator-prey systems"	"McCauley, Edward ; Kendall, Bruce ; Janssen, Arne ; Wood, Simon ; Murdoch, William ; Hosseini, Parviez ; Briggs, Cheryl ; Ellner, Stephen ; Nisbet, Roger ; Sabelis, M. ; Turchin, Peter"	"Ecology"	"10.1890/0012-9658(2000)081[3350:ICPFPD]2.0.CO;2"
"NCEAS"	"2000"	"Umbrellas and flagships: Efficient conservation surrogates or expensive mistakes?"	"Andelman, Sandy ; Fagan, William"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.100126797"
"NCEAS"	"2000"	"Self-disturbance as a source of spatiotemporal heterogeneity: The case of the tallgrass prairie"	"Bascompte, Jordi ; Rodriguez, Miguel"	"Journal of Theoretical Biology"	"10.1006/jtbi.2000.2002"
"NCEAS"	"2000"	"Integrating humans and nature: Reconciling the boundaries of science and society"	"Bradshaw, Gay ; Bekoff, Marc"	"Trends in Ecology and Evolution"	NA
"NCEAS"	"2000"	"Uncertainty as information: Narrowing the science-policy gap"	"Bradshaw, Gay ; Borchers, J."	"Conservation Ecology"	NA
"NCEAS"	"2000"	"Redecorating Nature: Deep Science, Holism, Feeling, and Heart"	"Bekoff, Marc"	"BioScience"	"10.1641/0006-3568(2000)050[0635:RNDSHF]2.0.CO;2"
"NCEAS"	"2000"	"A new urban ecology"	"Collins, James ; Kinzig, Ann ; Grimm, Nancy ; Fagan, William ; Hope, Diane ; Wu, Jianguo ; Borer, Elizabeth"	"American Scientist"	NA
"NCEAS"	"2000"	"Integrated approaches to long-term studies of urban ecological systems"	"Grimm, Nancy ; Grove, J. Morgan ; Pickett, Steward ; Redman, Charles"	"BioScience"	"10.1641/0006-3568(2000)050[0571:IATLTO]2.0.CO;2"
"NCEAS"	"2000"	"Considering evolutionary processes in conservation biology"	"Crandall, Keith ; Bininda-Emonds, Olaf ; Mace, Georgina ; Wayne, Robert"	"Trends in Ecology and Evolution"	"10.1016/S0169-5347(00)01876-0"
"NCEAS"	"2000"	"Book Review: Towards an integration of hydrology and ecosystem ecology at regional scales: Integrating hydrology, ecosystem dynamics, and biogeochemistry in complex landscapes"	"Boyer, Elizabeth ; Dent, Lisa"	"Hydrological Processes"	"10.1002/1099-1085(20001015)14:14<2613::AID-HYP411>3.0.CO;2-X"
"NCEAS"	"1998"	"The role of water depth and soil temperature in determining initial composition of prairie wetland coenoclines"	"Seabloom, Eric ; Moloney, Kirk ; van der Valk, A."	"Plant Ecology"	"10.1023/A:1009711919757"
"NCEAS"	"2000"	"The effect of hillslope angle on pocket gopher (Thomomys bottae) burrow geometry"	"Seabloom, Eric ; Reichman, Omar ; Gabet, Emmanuel"	"Oecologia"	NA
"NCEAS"	"2001"	"Simulation models of the interactions between herbivore foraging strategies, social behavior, and plant community dynamics"	"Seabloom, Eric ; Reichman, Omar"	"American Naturalist"	"10.1086/317009"
"NCEAS"	"2000"	"Hot spots, cold spots, and the geographic mosaic theory of coevolution"	"Gomulkiewicz, Richard ; Thompson, John ; Holt, Robert ; Nuismer, Scott ; Hochberg, Michael"	"American Naturalist"	"10.1086/303382"
"NCEAS"	"2000"	"Disturbance frequency and community stability in native tallgrass prairie"	"Collins, Scott"	"American Naturalist"	NA
"NCEAS"	"2001"	"The impact of specialized enemies on the dimensionality of host dynamics"	"Bjornstad, Ottar ; Sait, S. ; Stenseth, Nils ; Thompson, David ; Begon, M."	"Nature"	"10.1038/35059003"
"NCEAS"	"2001"	"Effects of density-dependent and stochastic processes on the regulation of cod populations"	"Fromentin, J. ; Myers, Ransom ; Bjornstad, Ottar ; Stenseth, Nils ; Gjosaeter, J. ; Christie, H."	"Ecology"	"10.1890/0012-9658(2001)082[0567:EODDAS]2.0.CO;2"
"NCEAS"	"2000"	"Canonical functions for dispersal-induced synchrony"	"Bjornstad, Ottar ; Bolker, Benjamin"	"Proceedings of the Royal Society B-Biological Sciences"	"10.1098/rspb.2000.1211"
"NCEAS"	"2000"	"Cycles and synchrony: Two historical 'experiments' and one experience"	"Bjornstad, Ottar"	"Journal of Animal Ecology"	"10.1046/j.1365-2656.2000.00444.x"
"NCEAS"	"2000"	"Biological processes and environmental factors regulating the dynamics of the Norwegian Skagerrak Cod populations since 1919"	"Fromentin, J. ; Gjosaeter, J. ; Bjornstad, Ottar ; Stenseth, Nils"	"ICES Journal of Marine Science"	"10.1006/jmsc.1999.0638"
"NCEAS"	"2000"	"Optimal release strategies for biological control agents: An application of stochastic dynamic programming to population management"	"Shea, Katriona ; Possingham, Hugh"	"Journal of Applied Ecology"	"10.1046/j.1365-2664.2000.00467.x"
"NCEAS"	"2000"	"Weak sinks could cradle mutualistic symbioses - strong sources should harbour parasitic symbioses"	"Hochberg, Michael ; Holt, Robert ; Gomulkiewicz, Richard ; Thompson, John"	"Journal of Evolutionary Biology"	"10.1046/j.1420-9101.2000.00157.x"
"NCEAS"	"2000"	"Coevolutionary clines across selection mosaics"	"Nuismer, Scott ; Thompson, John ; Gomulkiewicz, Richard"	"Evolution"	"10.1111/j.0014-3820.2000.tb00546.x"
"NCEAS"	"2001"	"When is habitat assessment an advantage when foraging?"	"Richards, Shane ; de Roos, Andre"	"Animal Behaviour"	"10.1006/anbe.2001.1683"
"NCEAS"	"2000"	"Hierarchical subdivision of Arctic tundra based on vegetation response to climate, parent material and topography"	"Walker, Donald (Skip)"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06010.x"
"NCEAS"	"2000"	"Biotic disturbance agents in the boreal forest: Considerations for vegetation change models"	"Malmstrom, Carolyn ; Raffa, Ken"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06012.x"
"NCEAS"	"2000"	"Geographic patterns and dynamics of Alaskan climate interpolated from a sparse station record"	"Fleming, Michael ; Chapin, F. Stuart ; Cramer, Wolfgang ; Hufford, G. ; Serreze, Mark"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06008.x"
"NCEAS"	"2000"	"The energy and water balance of high-latitude wetlands: Controls and extrapolation"	"Rouse, Wayne"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06013.x"
"NCEAS"	"2000"	"Climate and vegetation controls on boreal zone energy exchange"	"Baldocchi, Dennis ; Kelliher, Francis ; Black, T. ; Jarvis, P."	"Global Change Biology"	"10.1046/j.1365-2486.2000.06014.x"
"NCEAS"	"2000"	"Land-atmosphere energy exchange in Arctic tundra and boreal forest: Available data and feedbacks to climate"	"Eugster, Werner ; Rouse, Wayne ; McFadden, Joseph ; Baldocchi, Dennis ; Kittel, Timothy ; Chapin, F. Stuart ; Liston, Glen ; Vidale, Pier ; Vaganov, Eugene ; Chambers, Scott"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06015.x"
"NCEAS"	"2000"	"The controls on net ecosystem productivity along an Arctic transect: A model comparison with flux measurements"	"Williams, Matt ; Eugster, Werner ; Rastetter, Edward ; McFadden, Joseph ; Chapin, F. Stuart"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06016.x"
"NCEAS"	"2000"	"Modelling carbon responses of tundra ecosystems to historical and projected climate: A comparison of a plot- and a global-scale ecosystem model to identify process-based uncertainties"	"Clein, J. ; Kwiatkowski, Bonnie ; McGuire, A. David ; Hobbie, John ; Rastetter, Edward ; Melillo, Jerry ; Kicklighter, David"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06009.x"
"NCEAS"	"2000"	"Modelling carbon responses of tundra ecosystems to historical and projected climate: Sensitivity of pan-Arctic carbon storage to temporal and spatial variation in climate"	"McGuire, A. David ; Clein, J. ; Melillo, Jerry ; Kicklighter, David ; Meier, R.A. ; Vorosmarty, Charles ; Serreze, Mark"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06017.x"
"NCEAS"	"2000"	"A scaling approach for quantifying the net CO2 flux of the Kuparuk River Basin, Alaska"	"Oechel, Walter ; Vourlitis, George ; Verfaillie, J. ; Crawford, T. ; Brooks, Shane ; Dumas, E. ; Hope, A. ; Stow, D. ; Boynton, Bill ; Nosov, V. ; Zulueta, R."	"Global Change Biology"	"10.1046/j.1365-2486.2000.06018.x"
"NCEAS"	"2000"	"The role of fire in the boreal carbon budget"	"Harden, Jennifer ; Trumbore, Sue ; Stocks, Brian ; Hirsch, A. ; Gower, Stith ; O'Neill, K. ; Kasischke, Eric"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06019.x"
"NCEAS"	"2000"	"Simulating the effects of climate change on the carbon balance of North American high-latitude forests"	"Keyser, Alisa ; Kimball, John ; Nemani, Ramakrishna ; Running, Steven"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06020.x"
"NCEAS"	"2000"	"Controls over carbon storage and turnover in high-latitude soils"	"Hobbie, Sarah ; Schimel, Joshua ; Trumbore, Sue ; Randerson, James"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06021.x"
"NCEAS"	"2000"	"Arctic and boreal ecosystems of western North America as components of the climate system"	"Chapin, F. Stuart ; McGuire, A. David ; Randerson, James ; Pielke, Roger ; Baldocchi, Dennis ; Hobbie, Sarah ; Roulet, Nigel ; Eugster, Werner ; Kasischke, Eric ; Rastetter, Edward ; Zimov, Sergei ; Running, Steven"	"Global Change Biology"	"10.1046/j.1365-2486.2000.06022.x"
"NCEAS"	"2002"	"Carbon isotope composition of tree leaves from Guanacaste, Costa Rica: Comparison across tropical forests and tree life history"	"Leffler, A. ; Enquist, Brian"	"Journal of Tropical Ecology"	"10.1017/S0266467402002109"
"NCEAS"	"2001"	"Tree damage, allometric relationships, and above-ground net primary production in Central Amazon forest"	"Chambers, Jeff ; dos Santos, J. ; Ribeiro, R. ; Higuchi, Niro"	"Forest Ecology and Management"	"10.1016/S0378-1127(00)00591-0"
"NCEAS"	"2001"	"Measuring net primary production in forests: Concepts and field methods"	"Clark, Deborah ; Brown, Sandra ; Kicklighter, David ; Chambers, Jeff ; Thomlinson, John ; Ni, Jian ; Holland, Elisabeth"	"Ecological Applications"	"10.1890/1051-0761(2001)011[0356:MNPPIF]2.0.CO;2"
"NCEAS"	"2001"	"Net primary production and carbon allocation patterns of boreal forest ecosystems"	"Gower, Stith ; Krankina, Olga ; Olson, Richard ; Apps, Michael ; Linder, Sune ; Wang, C."	"Ecological Applications"	"10.2307/3060928"
"NCEAS"	"2001"	"Biomass and NPP estimation for the mid-Atlantic region (USA) using plot-level forest inventory data"	"Jenkins, Jennifer ; Birdsey, Richard ; Pan, Yude"	"Ecological Applications"	NA
"NCEAS"	"2001"	"Synthesis and analysis of biomass and net primary production in Chinese forests"	"Ni, Jian ; Zhang, Xinshi ; Scurlock, Jonathan"	"Annals of Forest Science"	"10.1051/forest:2001131"
"NCEAS"	"2000"	"Are population cycles and spatial synchrony a universal characteristic of forest insect populations"	"Liebhold, Andrew ; Kamata, Naoto"	"Population Ecology"	NA
"NCEAS"	"2000"	"What causes outbreaks of the gypsy moth in North America?"	"Liebhold, Andrew ; Elkinton, Joseph ; Williams, David ; Muzika, Rose-Marie"	"Population Ecology"	"10.1007/PL00012004"
"NCEAS"	"2001"	"Aggregate statistical measures and metapopulation dynamics"	"Bascompte, Jordi"	"Journal of Theoretical Biology"	"10.1006/jtbi.2001.2275"
"NCEAS"	"2001"	"On the fractal nature of ecological and macroevolutionary dynamics"	"Sole, Ricard ; Alonso, David ; Bascompte, Jordi ; Manrubia, S.C."	"Fractals-Complex Geometry Patterns and Scaling in Nature and Society"	"10.1142/S0218348X01000592"
"NCEAS"	"2001"	"The identification, conservation, and management of estuarine and marine nurseries for fish and invertebrates"	"Beck, Michael ; Heck, Kenneth ; Able, Kenneth ; Childers, Daniel ; Eggleston, David ; Gillanders, Bronwyn ; Halpern, Benjamin ; Hays, Cynthia ; Hoshino, Kaho ; Minello, Thomas ; Orth, Robert ; Sheridan, Pete ; Weinstein, Michael"	"BioScience"	"10.1641/0006-3568(2001)051[0633:TICAMO]2.0.CO;2"
"NCEAS"	"2001"	"Deforestation and forest regeneration following small-scale gold mining in the Amazon: The case of Suriname"	"Peterson, Garry ; Heemskerk, Marieke"	"Environmental Conservation"	"10.1017/S0376892901000121"
"NCEAS"	"2000"	"Political Ecology and ecological resilience: An integration of human and ecological dynamics"	"Peterson, Garry"	"Ecological Economics"	"10.1016/S0921-8009(00)00217-2"
"NCEAS"	"2000"	"The risks and benefits of genetically modified crops: A multidisciplinary perspective"	"Peterson, Garry ; Cummingham, S. ; Deutsch, L. ; Erickson, Jon ; Quinlan, Allyson ; Raez-Luna, E. ; Tinch, R. ; Troell, M. ; Woodbury, P. ; Zens, S."	"Conservation Ecology"	NA
"NCEAS"	"2000"	"Character shifts of prey species that share predators"	"Abrams, Peter"	"American Naturalist"	"10.1086/303415"
"NCEAS"	"2001"	"Foraging trade-offs and resource patchiness: Theory and experiments with a freshwater snail community"	"Chase, Jonathan ; Wilson, Will ; Richards, Shane"	"Ecology Letters"	"10.1046/j.1461-0248.2001.00216.x"
"NCEAS"	"2000"	"Competition and the effect of spatial resource heterogeneity on evolutionary diversification"	"Day, Troy"	"American Naturalist"	"10.1086/303356"
"NCEAS"	"2001"	"Mediterranean marine protected areas"	"Juanes, Francis"	"Trends in Ecology and Evolution"	"10.1016/S0169-5347(01)02111-5"
"NCEAS"	"2001"	"Consistent land- and atmosphere-based U.S. carbon sink estimates"	"Pacala, Stephen ; Hurtt, George ; Baker, David ; Peylin, P. ; Houghton, Richard ; Birdsey, Richard ; Heath, Linda ; Sundquist, E. ; Stallard, Robert ; Ciais, P. ; Moorcroft, Paul ; Caspersen, John ; Shevliakova, E. ; Moore, Berrien ; Kohlmaier, Gundolf ; Holland, Elisabeth ; Gloor, M. ; Harmon, Mark ; Fan, S.-M. ; Sarmiento, J. ; Goodale, Christine ; Schimel, David ; Field, John"	"Science"	"10.1126/science.1057320"
"NCEAS"	"2000"	"Messages from a mountain"	"Franklin, Jerry ; MacMahon, James"	"Science"	"10.1126/science.288.5469.1183"
